Category,Customer_ID,Discount,Market,Order_Date,Order_Priority,Product_ID,Product_Name,Profit,Quantity,Region,Segment,Ship_Date,Ship_Mode,Shipping_Cost,Sub_Category,Year,Market2,weeknum,Ship_Delay,Campaign
Furniture,GB-145304,0.0,US,2012-09-18,Medium,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,10.248,2,West,Corporate,2012-09-23,Standard Class,1.87,Furnishings,2012.0,North America,38,5,0.0
Furniture,SC-204404,0.0,US,2012-09-24,Medium,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",4.6221,3,West,Corporate,2012-09-28,Standard Class,0.35,Furnishings,2012.0,North America,39,4,0.0
Technology,RM-196754,0.0,US,2012-10-19,Medium,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,97.2,3,West,Home Office,2012-10-24,Standard Class,11.98,Accessories,2012.0,North America,42,5,0.0
Furniture,KM-167204,0.0,US,2012-11-24,Medium,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,22.3328,4,West,Consumer,2012-11-30,Standard Class,3.4,Furnishings,2012.0,North America,47,6,0.0
Technology,KM-167204,0.0,US,2012-11-24,Medium,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",6.1512,2,West,Consumer,2012-11-30,Standard Class,0.69,Accessories,2012.0,North America,47,6,0.0
Technology,SN-207104,0.0,US,2012-11-27,Medium,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,22.6737,3,West,Home Office,2012-12-01,Standard Class,5.32,Accessories,2012.0,North America,48,4,0.0
Furniture,HM-148604,0.0,US,2012-12-04,Medium,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",13.832,5,West,Corporate,2012-12-09,Second Class,2.39,Furnishings,2012.0,North America,49,5,0.0
Technology,GB-145304,0.0,US,2012-12-05,Medium,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,17.55,3,West,Corporate,2012-12-10,Standard Class,3.15,Accessories,2012.0,North America,49,5,0.0
Furniture,MS-178304,0.0,US,2012-12-07,Medium,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,28.7712,4,West,Consumer,2012-12-12,Standard Class,6.31,Furnishings,2012.0,North America,49,5,0.0
Furniture,PP-189554,0.0,US,2012-12-14,Medium,FUR-FU-10002963,"Master Caster Door Stop, Gray",5.1816,3,West,Home Office,2012-12-18,Standard Class,0.98,Furnishings,2012.0,North America,50,4,0.0
Technology,AJ-109454,0.0,US,2012-12-14,Medium,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,10.5,2,West,Consumer,2012-12-19,Second Class,4.79,Accessories,2012.0,North America,50,5,0.0
Technology,JG-151604,0.0,US,2012-12-19,Medium,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,556.974,3,West,Consumer,2012-12-24,Standard Class,77.98,Accessories,2012.0,North America,51,5,0.0
Technology,EH-139454,0.0,US,2013-01-16,Medium,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,11.7741,3,West,Consumer,2013-01-20,Second Class,5.25,Accessories,2013.0,North America,3,4,0.0
Technology,MC-176354,0.0,US,2013-02-21,Medium,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,0.7794,1,West,Corporate,2013-02-26,Second Class,1.3,Accessories,2013.0,North America,8,5,0.0
Technology,TZ-215804,0.0,US,2013-02-22,Medium,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15.2208,1,West,Consumer,2013-02-26,Standard Class,1.98,Accessories,2013.0,North America,8,4,0.0
Technology,RH-195104,0.0,US,2013-03-11,Medium,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,5.1015,3,West,Home Office,2013-03-14,First Class,0.04,Accessories,2013.0,North America,11,3,0.0
Furniture,SC-200954,0.0,US,2013-05-17,Medium,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",19.7988,4,West,Consumer,2013-05-20,Second Class,15.01,Furnishings,2013.0,North America,20,3,0.0
Furniture,JG-153104,0.0,US,2013-05-31,Medium,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,11.7488,8,West,Corporate,2013-06-07,Standard Class,9.32,Furnishings,2013.0,North America,22,7,0.0
Furniture,BG-117404,0.0,US,2013-08-31,Medium,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",15.9936,4,West,Consumer,2013-09-07,Standard Class,4.46,Furnishings,2013.0,North America,35,7,0.0
Furniture,LR-169154,0.0,US,2013-09-03,Medium,FUR-FU-10001889,Ultra Door Pull Handle,31.2444,9,West,Consumer,2013-09-07,Standard Class,7.01,Furnishings,2013.0,North America,36,4,0.0
Technology,ML-174104,0.0,US,2013-09-30,Medium,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15.2208,1,West,Consumer,2013-10-04,Standard Class,1.63,Accessories,2013.0,North America,40,4,0.0
Furniture,CS-119504,0.0,US,2013-10-22,Medium,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",5.5888,2,West,Consumer,2013-10-28,Standard Class,0.6,Furnishings,2013.0,North America,43,6,0.0
Technology,VW-217754,0.0,US,2013-10-25,Medium,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),21.5988,2,West,Corporate,2013-10-29,Second Class,15.17,Accessories,2013.0,North America,43,4,0.0
Technology,VW-217754,0.0,US,2013-10-25,Medium,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,21.0,4,West,Corporate,2013-10-29,Second Class,10.74,Accessories,2013.0,North America,43,4,0.0
Furniture,LS-169754,0.0,US,2013-11-07,Medium,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,26.2416,3,West,Home Office,2013-11-11,Second Class,23.12,Furnishings,2013.0,North America,45,4,0.0
Technology,SC-207704,0.0,US,2013-11-16,Medium,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,40.7499,3,West,Corporate,2013-11-23,Standard Class,8.6,Accessories,2013.0,North America,46,7,0.0
Technology,SP-208604,0.0,US,2013-11-25,Medium,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,190.3728,8,West,Corporate,2013-12-01,Standard Class,48.83,Accessories,2013.0,North America,48,6,0.0
Technology,SP-208604,0.0,US,2013-11-25,Medium,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,217.767,2,West,Corporate,2013-12-01,Standard Class,50.23,Accessories,2013.0,North America,48,6,0.0
Furniture,AT-104354,0.0,US,2013-11-25,Medium,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",3.0814,2,West,Home Office,2013-12-02,Standard Class,0.78,Furnishings,2013.0,North America,48,7,0.0
Furniture,MS-173654,0.0,US,2013-11-27,Medium,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",297.69,6,West,Consumer,2013-12-01,Standard Class,43.87,Furnishings,2013.0,North America,48,4,0.0
Furniture,BP-112304,0.0,US,2013-12-16,Medium,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",4.2804,2,West,Consumer,2013-12-23,Standard Class,1.21,Furnishings,2013.0,North America,51,7,0.0
Technology,GK-146204,0.0,US,2013-12-26,Medium,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,76.272,7,West,Corporate,2013-12-29,First Class,29.75,Accessories,2013.0,North America,52,3,0.0
Furniture,SC-207254,0.0,US,2014-01-02,Medium,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",199.2606,11,West,Consumer,2014-01-06,Standard Class,27.8,Furnishings,2014.0,North America,1,4,0.0
Furniture,JL-158354,0.0,US,2014-02-03,Medium,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",29.3284,2,West,Consumer,2014-02-08,Standard Class,4.84,Furnishings,2014.0,North America,6,5,0.0
Furniture,ML-173954,0.0,US,2014-02-10,Medium,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",6.5472,4,West,Corporate,2014-02-15,Second Class,0.29,Furnishings,2014.0,North America,7,5,0.0
Technology,MY-173804,0.0,US,2014-03-03,Medium,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,52.7934,6,West,Corporate,2014-03-09,Standard Class,31.29,Accessories,2014.0,North America,10,6,0.0
Technology,EJ-137204,0.0,US,2014-03-04,Medium,TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,440.7648,8,West,Consumer,2014-03-09,Standard Class,63.25,Accessories,2014.0,North America,10,5,0.0
Furniture,JF-151904,0.0,US,2014-04-03,Medium,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,6.5286,3,West,Consumer,2014-04-08,Standard Class,0.96,Furnishings,2014.0,North America,14,5,0.0
Technology,PS-187604,0.0,US,2014-04-18,Medium,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,46.7313,11,West,Consumer,2014-04-23,Standard Class,13.56,Accessories,2014.0,North America,16,5,0.0
Technology,EM-138254,0.0,US,2014-05-03,Medium,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,59.0372,4,West,Corporate,2014-05-06,Second Class,5.58,Accessories,2014.0,North America,18,3,0.0
Technology,AB-100604,0.0,US,2014-05-08,Medium,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,28.7964,1,West,Home Office,2014-05-13,Standard Class,5.44,Accessories,2014.0,North America,19,5,0.0
Technology,KB-162404,0.0,US,2014-07-12,Medium,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,244.6155,5,West,Corporate,2014-07-19,Standard Class,79.02,Accessories,2014.0,North America,28,7,0.0
Technology,GZ-145454,0.0,US,2014-07-27,Medium,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,659.98,5,West,Corporate,2014-08-02,Standard Class,110.23,Accessories,2014.0,North America,31,6,0.0
Furniture,RW-195404,0.0,US,2014-08-30,Medium,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,41.4456,3,West,Corporate,2014-09-05,Standard Class,13.93,Furnishings,2014.0,North America,35,6,0.0
Furniture,AG-103904,0.0,US,2014-09-08,Medium,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",8.2992,4,West,Consumer,2014-09-12,Standard Class,1.42,Furnishings,2014.0,North America,37,4,0.0
Furniture,JC-153404,0.0,US,2014-09-08,Medium,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,2.397,3,West,Consumer,2014-09-12,Standard Class,3.19,Furnishings,2014.0,North America,37,4,0.0
Technology,MC-176054,0.0,US,2014-09-10,Medium,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,51.1872,4,West,Corporate,2014-09-15,Standard Class,8.79,Accessories,2014.0,North America,37,5,0.0
Furniture,JM-155354,0.0,US,2014-09-13,Medium,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",3.0096,2,West,Consumer,2014-09-16,First Class,1.51,Furnishings,2014.0,North America,37,3,0.0
Technology,DP-131054,0.0,US,2014-09-20,Medium,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,Corporate,2014-09-25,Standard Class,9.76,Accessories,2014.0,North America,38,5,0.0
Furniture,BD-117254,0.0,US,2014-09-29,Medium,FUR-FU-10001706,Longer-Life Soft White Bulbs,4.4352,3,West,Consumer,2014-10-05,Standard Class,0.36,Furnishings,2014.0,North America,40,6,0.0
Technology,MG-181454,0.0,US,2014-10-08,Medium,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,200.8638,9,West,Consumer,2014-10-12,Standard Class,116.46,Accessories,2014.0,North America,41,4,0.0
Furniture,ZC-219104,0.0,US,2014-11-07,Medium,FUR-FU-10001424,Dax Clear Box Frame,2.9682,1,West,Consumer,2014-11-12,Standard Class,0.57,Furnishings,2014.0,North America,45,5,0.0
Furniture,TB-211904,0.0,US,2014-11-12,Medium,FUR-FU-10001424,Dax Clear Box Frame,11.8728,4,West,Home Office,2014-11-16,Second Class,1.78,Furnishings,2014.0,North America,46,4,0.0
Furniture,LC-168854,0.0,US,2014-11-17,Medium,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,4.4712,3,West,Consumer,2014-11-21,Standard Class,1.24,Furnishings,2014.0,North America,47,4,0.0
Furniture,LC-168854,0.0,US,2014-11-17,Medium,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,23.988,3,West,Consumer,2014-11-21,Standard Class,7.13,Furnishings,2014.0,North America,47,4,0.0
Furniture,MC-181004,0.0,US,2014-11-20,Medium,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",7.106,1,West,Consumer,2014-11-25,Standard Class,1.25,Furnishings,2014.0,North America,47,5,0.0
Office Supplies,SC-200204,0.8,US,2011-03-03,Medium,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,-459.6072,3,Central,Consumer,2011-03-07,Standard Class,10.65,Appliances,2011.0,North America,10,4,0.0
Office Supplies,KH-163604,0.8,US,2011-05-21,Critical,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,-31.008,3,Central,Consumer,2011-05-23,Second Class,4.52,Binders,2011.0,North America,21,2,0.0
Office Supplies,JE-157154,0.8,US,2011-08-25,Medium,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",-19.8144,3,Central,Consumer,2011-08-29,Standard Class,0.57,Binders,2011.0,North America,35,4,0.0
Office Supplies,JE-157154,0.8,US,2011-08-25,Medium,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-39.804,3,Central,Consumer,2011-08-29,Standard Class,3.05,Binders,2011.0,North America,35,4,0.0
Office Supplies,JL-151304,0.8,US,2011-09-01,High,OFF-BI-10002949,Prestige Round Ring Binders,-6.0192,3,Central,Consumer,2011-09-04,First Class,0.7,Binders,2011.0,North America,36,3,3.0
Office Supplies,MR-175454,0.8,US,2011-09-03,High,OFF-BI-10004099,GBC VeloBinder Strips,-11.52,5,Central,Home Office,2011-09-04,First Class,1.43,Binders,2011.0,North America,36,1,0.0
Office Supplies,SZ-200354,0.8,US,2011-09-07,Medium,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",-4.818,2,Central,Home Office,2011-09-10,First Class,0.44,Binders,2011.0,North America,37,3,2.0
Office Supplies,PT-190904,0.8,US,2011-09-12,Medium,OFF-BI-10004040,Wilson Jones Impact Binders,-8.029,5,Central,Consumer,2011-09-16,Second Class,0.48,Binders,2011.0,North America,38,4,3.0
Office Supplies,MT-180704,0.8,US,2011-09-25,Medium,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-4.3584,2,Central,Home Office,2011-09-30,Standard Class,0.18,Binders,2011.0,North America,40,5,3.0
Office Supplies,TC-209804,0.8,US,2011-11-07,High,OFF-BI-10000632,Satellite Sectional Post Binders,-44.2782,3,Central,Corporate,2011-11-09,First Class,4.77,Binders,2011.0,North America,46,2,0.0
Office Supplies,SC-207254,0.8,US,2011-11-07,Medium,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-2.214,3,Central,Consumer,2011-11-12,Standard Class,0.1,Binders,2011.0,North America,46,5,3.0
Office Supplies,KD-162704,0.8,US,2011-11-11,Medium,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,-1480.0335,5,Central,Consumer,2011-11-15,Standard Class,36.12,Binders,2011.0,North America,46,4,0.0
Office Supplies,KD-162704,0.8,US,2011-11-11,Medium,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",-1.9744,1,Central,Consumer,2011-11-15,Standard Class,0.08,Binders,2011.0,North America,46,4,3.0
Office Supplies,TS-216554,0.8,US,2012-02-06,Low,OFF-BI-10002049,UniKeep View Case Binders,-4.9878,3,Central,Consumer,2012-02-13,Standard Class,0.31,Binders,2012.0,North America,6,7,1.0
Office Supplies,TS-213404,0.8,US,2012-03-10,High,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,-1.8904,2,Central,Consumer,2012-03-10,Same Day,0.06,Binders,2012.0,North America,10,0,3.0
Office Supplies,DB-132104,0.8,US,2012-03-22,Medium,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-21.168,9,Central,Consumer,2012-03-26,Standard Class,0.74,Binders,2012.0,North America,12,4,0.0
Office Supplies,CS-118454,0.8,US,2012-04-02,Medium,OFF-BI-10003707,Aluminum Screw Posts,-13.734,3,Central,Corporate,2012-04-07,Standard Class,0.67,Binders,2012.0,North America,14,5,0.0
Office Supplies,TT-212204,0.8,US,2012-04-06,High,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-16.884,6,Central,Consumer,2012-04-10,Standard Class,1.06,Binders,2012.0,North America,14,4,0.0
Office Supplies,TT-212204,0.8,US,2012-04-06,High,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,-12.075,3,Central,Consumer,2012-04-10,Standard Class,0.7,Binders,2012.0,North America,14,4,0.0
Office Supplies,RA-199154,0.8,US,2012-04-28,Medium,OFF-AP-10000696,Holmes Odor Grabber,-20.3322,3,Central,Consumer,2012-05-05,Standard Class,0.36,Appliances,2012.0,North America,17,7,0.0
Office Supplies,RA-199154,0.8,US,2012-04-28,Medium,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-18.8728,4,Central,Consumer,2012-05-05,Standard Class,0.99,Binders,2012.0,North America,17,7,0.0
Office Supplies,ON-187154,0.8,US,2012-05-17,High,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,-49.92,5,Central,Corporate,2012-05-21,Standard Class,4.2,Binders,2012.0,North America,20,4,0.0
Office Supplies,MV-174854,0.8,US,2012-06-25,High,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-1.476,2,Central,Consumer,2012-06-28,First Class,0.14,Binders,2012.0,North America,26,3,3.0
Office Supplies,RB-194354,0.8,US,2012-07-02,High,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,-85.2384,4,Central,Consumer,2012-07-02,Same Day,7.07,Appliances,2012.0,North America,27,0,0.0
Office Supplies,SL-201554,0.8,US,2012-07-13,High,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,-66.5088,6,Central,Home Office,2012-07-15,First Class,8.27,Binders,2012.0,North America,28,2,0.0
Office Supplies,RP-192704,0.8,US,2012-08-06,Medium,OFF-BI-10001097,Avery Hole Reinforcements,-9.6565,5,Central,Corporate,2012-08-10,Standard Class,0.64,Binders,2012.0,North America,32,4,3.0
Office Supplies,MC-181004,0.8,US,2012-08-25,High,OFF-BI-10000315,Poly Designer Cover & Back,-6.0768,1,Central,Consumer,2012-08-25,Same Day,0.68,Binders,2012.0,North America,34,0,3.0
Office Supplies,CA-120554,0.8,US,2012-09-05,Medium,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",-25.2185,5,Central,Home Office,2012-09-11,Standard Class,0.82,Binders,2012.0,North America,36,6,0.0
Office Supplies,CA-120554,0.8,US,2012-09-05,Medium,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",-7.8225,3,Central,Home Office,2012-09-11,Standard Class,0.14,Binders,2012.0,North America,36,6,2.0
Office Supplies,SF-209654,0.8,US,2012-09-17,High,OFF-BI-10000088,GBC Imprintable Covers,-10.2114,3,Central,Corporate,2012-09-21,Standard Class,0.69,Binders,2012.0,North America,38,4,0.0
Office Supplies,SC-207254,0.8,US,2012-09-26,High,OFF-BI-10004967,Round Ring Binders,-3.432,5,Central,Consumer,2012-09-28,Second Class,0.3,Binders,2012.0,North America,39,2,2.0
Office Supplies,AB-101054,0.8,US,2012-11-07,Medium,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,-51.296,10,Central,Consumer,2012-11-12,Standard Class,0.59,Binders,2012.0,North America,45,5,0.0
Office Supplies,DB-136604,0.8,US,2012-11-08,Medium,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,-17.2854,6,Central,Consumer,2012-11-13,Standard Class,0.83,Binders,2012.0,North America,45,5,0.0
Office Supplies,ZC-219104,0.8,US,2013-04-09,High,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,-1850.9464,4,Central,Consumer,2013-04-13,Standard Class,169.49,Binders,2013.0,North America,15,4,0.0
Office Supplies,AW-109304,0.8,US,2013-06-13,Medium,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,-160.96,4,Central,Home Office,2013-06-17,Second Class,2.61,Appliances,2013.0,North America,24,4,0.0
Office Supplies,AW-109304,0.8,US,2013-06-13,Medium,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-2.667,2,Central,Home Office,2013-06-17,Second Class,0.14,Binders,2013.0,North America,24,4,3.0
Office Supplies,DH-130754,0.8,US,2013-06-25,Medium,OFF-AP-10002082,Holmes HEPA Air Purifier,-19.602,2,Central,Corporate,2013-06-29,Standard Class,0.77,Appliances,2013.0,North America,26,4,0.0
Office Supplies,LS-169754,0.8,US,2013-07-31,Medium,OFF-BI-10002353,GBC VeloBind Cover Sets,-13.896,3,Central,Home Office,2013-08-05,Standard Class,0.82,Binders,2013.0,North America,31,5,0.0
Office Supplies,DD-135704,0.8,US,2013-08-23,Medium,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-6.8992,2,Central,Consumer,2013-08-27,Standard Class,0.22,Binders,2013.0,North America,34,4,3.0
Office Supplies,RD-198104,0.8,US,2013-09-03,Medium,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-13.3424,8,Central,Home Office,2013-09-08,Second Class,1.09,Binders,2013.0,North America,36,5,0.0
Office Supplies,GH-144104,0.8,US,2013-09-06,Medium,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",-166.3935,3,Central,Home Office,2013-09-11,Standard Class,4.98,Appliances,2013.0,North America,36,5,0.0
Office Supplies,MH-176204,0.8,US,2013-09-27,High,OFF-BI-10004001,GBC Recycled VeloBinder Covers,-11.5872,2,Central,Corporate,2013-09-28,First Class,2.01,Binders,2013.0,North America,39,1,0.0
Office Supplies,LR-170354,0.8,US,2013-09-27,High,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,-251.1864,2,Central,Corporate,2013-10-01,Standard Class,13.08,Appliances,2013.0,North America,39,4,0.0
Office Supplies,SC-203804,0.8,US,2013-09-27,Medium,OFF-BI-10002026,Ibico Recycled Linen-Style Covers,-24.9984,2,Central,Consumer,2013-10-02,Standard Class,0.59,Binders,2013.0,North America,39,5,0.0
Office Supplies,EP-139154,0.8,US,2013-11-06,Medium,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,-20.1408,3,Central,Consumer,2013-11-10,Standard Class,0.79,Binders,2013.0,North America,45,4,0.0
Office Supplies,EP-139154,0.8,US,2013-11-06,Medium,OFF-BI-10004364,Storex Dura Pro Binders,-6.237,3,Central,Consumer,2013-11-10,Standard Class,0.3,Binders,2013.0,North America,45,4,2.0
Office Supplies,KC-165404,0.8,US,2013-11-15,High,OFF-BI-10002393,Binder Posts,-3.9032,2,Central,Consumer,2013-11-19,Standard Class,0.22,Binders,2013.0,North America,46,4,2.0
Office Supplies,EH-139454,0.8,US,2013-11-20,Medium,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-2.0264,2,Central,Consumer,2013-11-25,Standard Class,0.09,Binders,2013.0,North America,47,5,3.0
Office Supplies,EH-139454,0.8,US,2013-11-20,Medium,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-17.248,5,Central,Consumer,2013-11-25,Standard Class,0.91,Binders,2013.0,North America,47,5,0.0
Office Supplies,JE-154754,0.8,US,2013-11-23,Medium,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,-6.732,6,Central,Consumer,2013-11-28,Standard Class,0.4,Binders,2013.0,North America,47,5,3.0
Office Supplies,JE-154754,0.8,US,2013-11-23,Medium,OFF-BI-10004040,Wilson Jones Impact Binders,-9.6348,6,Central,Consumer,2013-11-28,Standard Class,0.25,Binders,2013.0,North America,47,5,1.0
Office Supplies,TP-214154,0.8,US,2014-02-10,Medium,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,-32.48,2,Central,Consumer,2014-02-15,Standard Class,0.9,Appliances,2014.0,North America,7,5,0.0
Office Supplies,TP-214154,0.8,US,2014-02-10,Medium,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,-417.0936,4,Central,Consumer,2014-02-15,Standard Class,14.08,Binders,2014.0,North America,7,5,0.0
Office Supplies,PO-191804,0.8,US,2014-03-18,Medium,OFF-BI-10003166,GBC Plasticlear Binding Covers,-22.0416,6,Central,Home Office,2014-03-22,Standard Class,0.91,Binders,2014.0,North America,12,4,0.0
Office Supplies,HK-148904,0.8,US,2014-03-27,Medium,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,-226.6368,8,Central,Corporate,2014-03-31,Standard Class,4.12,Appliances,2014.0,North America,13,4,0.0
Office Supplies,ND-183704,0.8,US,2014-04-17,Medium,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",-4.7784,1,Central,Consumer,2014-04-23,Standard Class,0.04,Binders,2014.0,North America,16,6,3.0
Office Supplies,ND-183704,0.8,US,2014-04-17,Medium,OFF-BI-10000632,Satellite Sectional Post Binders,-44.2782,3,Central,Consumer,2014-04-23,Standard Class,1.21,Binders,2014.0,North America,16,6,0.0
Office Supplies,SJ-205004,0.8,US,2014-04-22,Medium,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-243.16,4,Central,Consumer,2014-04-26,Second Class,9.34,Appliances,2014.0,North America,17,4,0.0
Office Supplies,RP-193904,0.8,US,2014-04-22,Low,OFF-BI-10004140,Avery Non-Stick Binders,-4.7145,3,Central,Consumer,2014-04-28,Standard Class,0.44,Binders,2014.0,North America,17,6,3.0
Office Supplies,RP-193904,0.8,US,2014-04-22,Low,OFF-BI-10002049,UniKeep View Case Binders,-4.9878,3,Central,Consumer,2014-04-28,Standard Class,0.34,Binders,2014.0,North America,17,6,3.0
Office Supplies,AC-104204,0.8,US,2014-05-13,High,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-53.072,4,Central,Corporate,2014-05-16,Second Class,5.62,Binders,2014.0,North America,20,3,0.0
Office Supplies,KL-166454,0.8,US,2014-05-24,Medium,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,-46.716,5,Central,Consumer,2014-05-28,Standard Class,1.1,Appliances,2014.0,North America,21,4,0.0
Office Supplies,KL-166454,0.8,US,2014-05-24,Medium,OFF-BI-10001922,Storex Dura Pro Binders,-1.9602,1,Central,Consumer,2014-05-28,Standard Class,0.05,Binders,2014.0,North America,21,4,3.0
